"Country","Product","Year","Month","Catch(kg)"
"Spain","Atlantic Cod","2017","Oct","489"
"Spain","Atlantic Cod","2017","Sep","599"
"Spain","Atlantic Cod","2018","Apr","1390"
"Spain","Atlantic Cod","2018","Aug","28"
"Spain","Atlantic Cod","2018","Dec","469"
"Spain","Atlantic Cod","2018","Feb","467"
"Spain","Atlantic Cod","2018","Jan","2559"
"Spain","Atlantic Cod","2018","Jul","7090"
"Spain","Atlantic Cod","2018","Jun","339"
"Spain","Atlantic Cod","2018","May","1729"
"Spain","Atlantic Cod","2018","Oct","2329"
"Spain","Atlantic Cod","2018","Sep","586"
"Spain","Atlantic Cod","2019","Apr","148"
"Spain","Atlantic Cod","2019","Feb","47"
"Spain","Atlantic Cod","2019","Jan","322"
"Spain","Atlantic Cod","2019","Jun","482"
"Spain","Atlantic Cod","2019","May","153"
"Sweden","Atlantic Cod","2019","Apr","4521"
"Sweden","Atlantic Cod","2019","Aug","5854"
"Sweden","Atlantic Cod","2019","Feb","2326"
"Sweden","Atlantic Cod","2019","Jan","46593"
"Sweden","Atlantic Cod","2019","Jul","6511"
"Sweden","Atlantic Cod","2019","Jun","3490"
"Sweden","Atlantic Cod","2019","Mar","1651"
"Sweden","Atlantic Cod","2019","May","5914"
"United Kingdom","Atlantic Cod","2015","Apr","1478077"
"United Kingdom","Atlantic Cod","2015","Aug","1670936"
"United Kingdom","Atlantic Cod","2015","Dec","1047039"
"United Kingdom","Atlantic Cod","2015","Feb","1061108"
"United Kingdom","Atlantic Cod","2015","Jan","1047131"
"United Kingdom","Atlantic Cod","2015","Jul","1480613"
"United Kingdom","Atlantic Cod","2015","Jun","1378659"
"United Kingdom","Atlantic Cod","2015","Mar","1574704"
"United Kingdom","Atlantic Cod","2015","May","1681596"
"United Kingdom","Atlantic Cod","2015","Nov","1490582"
"United Kingdom","Atlantic Cod","2015","Oct","1338945"
"United Kingdom","Atlantic Cod","2015","Sep","1489932"
"United Kingdom","Atlantic Cod","2016","Apr","1466102"
"United Kingdom","Atlantic Cod","2016","Aug","1570831"
"United Kingdom","Atlantic Cod","2016","Dec","3886723"
"United Kingdom","Atlantic Cod","2016","Feb","1368894"
"United Kingdom","Atlantic Cod","2016","Jan","1132379"
"United Kingdom","Atlantic Cod","2016","Jul","1588146"
"United Kingdom","Atlantic Cod","2016","Jun","1542152"
"United Kingdom","Atlantic Cod","2016","Mar","2651767"
"United Kingdom","Atlantic Cod","2016","May","1712008"
"United Kingdom","Atlantic Cod","2016","Nov","1807807"
"United Kingdom","Atlantic Cod","2016","Oct","1551252"
"United Kingdom","Atlantic Cod","2016","Sep","1376080"
"United Kingdom","Atlantic Cod","2017","Apr","1491920"
"United Kingdom","Atlantic Cod","2017","Aug","1773706"
"United Kingdom","Atlantic Cod","2017","Dec","3578484"
"United Kingdom","Atlantic Cod","2017","Feb","2639582"
"United Kingdom","Atlantic Cod","2017","Jan","1364802"
"United Kingdom","Atlantic Cod","2017","Jul","1428160"
"United Kingdom","Atlantic Cod","2017","Jun","1589247"
"United Kingdom","Atlantic Cod","2017","Mar","1700994"
"United Kingdom","Atlantic Cod","2017","May","1642973"
"United Kingdom","Atlantic Cod","2017","Nov","2071287"
"United Kingdom","Atlantic Cod","2017","Oct","1549322"
"United Kingdom","Atlantic Cod","2017","Sep","1528648"
"United Kingdom","Atlantic Cod","2018","Apr","1847848"
"United Kingdom","Atlantic Cod","2018","Aug","2400782"
"United Kingdom","Atlantic Cod","2018","Dec","2583948"
"United Kingdom","Atlantic Cod","2018","Feb","1569091"
"United Kingdom","Atlantic Cod","2018","Jan","1846167"
"United Kingdom","Atlantic Cod","2018","Jul","1915364"
"United Kingdom","Atlantic Cod","2018","Jun","2782459"
"United Kingdom","Atlantic Cod","2018","Mar","1923112"
"United Kingdom","Atlantic Cod","2018","May","1887579"
"United Kingdom","Atlantic Cod","2018","Nov","2388186"
"United Kingdom","Atlantic Cod","2018","Oct","2238841"
"United Kingdom","Atlantic Cod","2018","Sep","2211258"
"United Kingdom","Atlantic Cod","2019","Apr","1783463"
"United Kingdom","Atlantic Cod","2019","Feb","1126398"
"United Kingdom","Atlantic Cod","2019","Jan","1752280"
"United Kingdom","Atlantic Cod","2019","Jun","1234543"
"United Kingdom","Atlantic Cod","2019","Mar","1177818"
"United Kingdom","Atlantic Cod","2019","May","1553670"
